"exclusion_group","record_id","workbook_no","name","name_ja","prefecture","municipality","travel_region","base_town","review_status","missing_essentials","official_url","status_evidence_url","evidence_as_of","review_notes"
"unclear_status_pending_authoritative_evidence","workbook:427","427","Ojiya Yamamotoyama Kogen","","Niigata","Ojiya","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched 小千谷山本山高原スキー場 + 営業終了/閉鎖 and Ojiya municipal sources; no current authoritative status statement found. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"verified_operating_missing_essentials","workbook:436","436","Ninox Snow Park","ニノックススノーパーク","Niigata","Ojiya","niigata-regional","niigata-regional-shibata","verified_operating","missing_coordinates; missing_defensible_elevation","https://www.ninox.co.jp/","https://www.ninox.co.jp/information/2026-27%e3%82%b7%e3%83%bc%e3%82%ba%e3%83%b3%e3%80%80%e6%97%a9%e5%89%b2%e3%83%aa%e3%83%95%e3%83%88%e5%88%b8%e8%b2%a9%e5%a3%b2%e9%96%8b%e5%a7%8b%ef%bc%81/","2026-08-26","The operator's August 21, 2026 notice announces Ninox-specific 2026-27 lift tickets, gives the sale period and ticket products, and explicitly invites guests to enjoy Ninox this winter. The intake municipality “Ojiya” is inconsistent; the resort is in Shibata City."
"unclear_status_pending_authoritative_evidence","workbook:476","476","Axiom Park","","Niigata","Tokamachi","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched アクシオムパーク スキー場 + 営業終了/閉鎖 and Tokamachi municipal sources; no official status notice located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:478","478","Kanetsu Kokusai Ohara","","Niigata","Uonuma","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched 関越国際大原スキー場 + 営業終了/閉鎖 and Uonuma municipal sources; no official status notice located. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"verified_operating_missing_essentials","workbook:496","496","Tochio Family Ski Resort","栃尾ファミリースキー場","Niigata","Nagaoka","niigata-regional","niigata-regional-nagaoka","verified_operating","missing_defensible_elevation","https://www.city.nagaoka.niigata.jp/shisetsu/sports/t-hiroba.html","https://www.city.nagaoka.niigata.jp/shisetsu/sports/t-hiroba.html","2026-08-26","Nagaoka City's official public-facility page identifies the ski area and publishes its winter daytime and night operating schedule. The operator also publishes a 2026 ropeway safety report for the resort's first pair lift."
"unclear_status_pending_authoritative_evidence","workbook:514","514","Oyu Onsen","","Niigata","Uonuma","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name","https://www.hotel-bismarck.com/?utm_source=Skiresort_de&utm_medium=cpc&utm_campaign=Skiresort_de","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched 大湯温泉スキー場 + 営業終了/閉鎖 and Uonuma municipal sources; no current official status statement found. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:523","523","Yasuda Chomin","","Niigata","Agano","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched 安田町民スキー場 + 営業終了/閉鎖 and Agano municipal sources; no current official status statement found. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:524","524","Tsunogami","","Niigata","Agano","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched 角神スキー場 + 営業終了/閉鎖 and Aga/Agano municipal sources; no current authoritative status notice found. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:557","557","Yakeyama Onsen","","Niigata","Tokamachi","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched 焼山温泉スキー場 + 営業終了/閉鎖 and Itoigawa municipal sources; no current authoritative status notice found. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:235","235","Kujyumachi","","Oita","Kusu","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name","https://dive-hiroshima.com/feature/ski/","","2026-08-26","The intake name could not be defensibly matched to a currently operating official ski-area identity; it may refer to Kuju Forest Park Skiing Ground, but the match is not exact.

Pass 4: Rechecked Oita/Kuju government sport-facility sources and operator terms; no exact current ski-area identity or status notice was found."
"unclear_status_pending_authoritative_evidence","workbook:354","354","Shingo Daiichi","神郷第一スキー場","Okayama","Nagi","","","unclear","","https://www.hotel-bismarck.com/?utm_source=Skiresort_de&utm_medium=cpc&utm_campaign=Skiresort_de","","2026-08-26","No official current-season or closure source was captured; third-party historical material was insufficient. Intake Nagi assignment is questionable.

Pass 4: Rechecked Okayama municipal facility/council sources and closure terms; no authoritative status record was found."
"unclear_status_pending_authoritative_evidence","workbook:425","425","Kamihiruzen","","Okayama","Maniwa","","","unclear","missing_japanese_name","http://www.qkamura.or.jp/ski/hiruzen","","2026-08-26","The legacy Kyukamura URL did not provide current official ski operation evidence; no permanent-closure conclusion was made without an authoritative closure source.

Pass 4: Rechecked Kyukamura operator materials and Maniwa public sources; no current ski calendar, ticket notice, or explicit closure source was found."
"unclear_status_pending_authoritative_evidence","workbook:477","477","Ogaya","","Okayama","Maniwa","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating, closure, or exact-identity evidence was found.

Pass 4: Rechecked Okayama municipal registers and Ogaya identity variants; no authoritative exact-identity or status evidence was found."
"unclear_status_pending_authoritative_evidence","workbook:392","392","Miinohara","","Shimane","Nita","","","unclear","missing_japanese_name","https://www.kankou-shimane.com/destination/20468","https://www.kankou-shimane.com/destination/20468","2026-08-26","The official prefectural tourism destination page was identified, but no dated current/recent lift operation statement was captured.

Pass 4: Rechecked municipal facility registers and Miinohara identity variants; no authoritative exact-identity or status source was found."
"unclear_status_pending_authoritative_evidence","workbook:422","422","Sanbe Onsen","さんべ温泉スキー場","Shimane","Oda","","","unclear","","https://www.nature-resort.at/willkommen.html?rdpartner=skiresortDE&skd-search-id=skiresortDE","","2026-08-26","No authoritative current operating or closure evidence was found; the candidate URL in source evidence is unrelated.

Pass 4: Rechecked Oda/Shimane municipal records and former-lift sources; no explicit authoritative closure notice for the exact ski-area entity was found."
"unclear_status_pending_authoritative_evidence","workbook:485","485","Goenzan","","Shimane","Oda","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No authoritative current operating, closure, or exact-identity evidence was found.

Pass 4: Rechecked Shimane municipal facility records and Goenzan variants; no authoritative exact-identity or status evidence was found."
"unclear_status_pending_authoritative_evidence","workbook:488","488","Yunishigawa Onsen","","Tochigi","Nikko","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","Historical sources describe the lift as decommissioned around 2004, but no qualifying official closure source was found; retained as unclear conservatively.

Pass 4: Rechecked Nikko municipal history, facility, and closure materials for Yunishigawa; no explicit official closure notice for the exact ski-area record was found."
"verified_operating_missing_essentials","workbook:489","489","Nikko Yumoto Onsen Ski Area","日光湯元温泉スキー場","Tochigi","Nikko","tochigi-ski-areas","tochigi-nasu-nikko-nikko","verified_operating","missing_coordinates; missing_defensible_elevation","https://www.hotel-bismarck.com/?utm_source=Skiresort_de&utm_medium=cpc&utm_campaign=Skiresort_de","https://www.tochigiji.or.jp/spot/s5827/","2026-08-26","Official Tochigi tourism organization records operation during 2025-26 and an early weather-related close."
"unclear_status_pending_authoritative_evidence","workbook:529","529","Nikko Shobugahama","","Tochigi","Nikko","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","Historical sources report closure in 2006, but this batch did not locate official closure evidence.

Pass 4: Rechecked Nikko municipal history/facility records and closure terminology; no explicit official closure notice for Shobugahama was found."
"unclear_status_pending_authoritative_evidence","workbook:320","320","Daisen – Masumizu Kogen","大山ますみず高原スノーパーク","Tottori","Daisen","","","unclear","","https://www.masumizu.net/ski.html","","2026-08-26","The resort/municipal pages identify the ski facility, but no dated recent operator operating notice was found. It is in Hoki Town.

Pass 4: Rechecked Masumizu operator ticket/calendar pages and Hoki public sources; current facility/lift material does not provide a dated official ski-season notice."
"unclear_status_pending_authoritative_evidence","workbook:350","350","Hanamiyama","","Tottori","Chizu","","","unclear","missing_japanese_name; missing_official_url","","https://www.tottori-guide.jp/806/25840.html","2026-08-26","Absence from the prefecture's current guide is a warning but not proof of closure. The intake Chizu/Daisen assignment could not be reconciled with an official entity.

Pass 4: Rechecked Tottori public facility registers and entity variants; no authoritative exact ski-area identity or status was established."
"verified_operating_missing_essentials","workbook:419","419","Daisen White Resort","だいせんホワイトリゾート","Tottori","Daisen","chugoku-ski-areas","tottori-daisen-daisen","verified_operating","missing_coordinates; missing_defensible_elevation","https://x-project.group/daisen-white-resort/","https://x-project.group/daisen-white-resort/","2026-08-26","The incoming operator's dated May 2026 announcement confirms it began designated management of the named ski area and describes its continuing winter-resort operation."
"unclear_status_pending_authoritative_evidence","workbook:471","471","Tottorishi Azokoen","","Tottori","Tottori","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","https://www.tottori-guide.jp/806/25840.html","2026-08-26","The name could not be matched to an official current ski area; omission from the current prefectural guide is not alone closure proof.

Pass 4: Rechecked Tottori City park/sport-facility registers and entity variants; no current official ski-area match was found."
"verified_operating_missing_essentials","workbook:463","463","Tonami Yumenotaira Ski Resort","となみ夢の平スキー場","Toyama","Tonami","hokuriku","toyama-tonami-tonami","verified_operating","missing_defensible_elevation","https://ski.yumeno-taira.com/","https://ski.yumeno-taira.com/","2026-08-26","Maintained operator page says the season opened on 24 January and ended on 25 February 2026."
"verified_operating_missing_essentials","workbook:469","469","Unazuki Snow Park","宇奈月スノーパーク","Toyama","Kurobe","hokuriku","hokuriku-kurobe","verified_operating","missing_coordinates; missing_defensible_elevation","https://www.unazuki-snowpark.com/","https://www.unazuki-snowpark.com/2026/03/01/%e5%96%b6%e6%a5%ad%e7%b5%82%e4%ba%86%e3%81%ae%e3%81%8a%e7%9f%a5%e3%82%89%e3%81%9b/","2026-08-26","The operator's dated notice states that Unazuki Snow Park completed its season on March 1, 2026 and expresses its intention to welcome guests next season."
"unclear_status_pending_authoritative_evidence","workbook:480","480","Omu Santa no Mori","","Toyama","Nanto","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched オムサンタの森スキー場 + 営業終了/閉鎖 and Nanto municipal sources; no current authoritative status statement found. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:510","510","Kanjoji","","Toyama","Takaoka","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No current/recent official season calendar or explicit official closure statement was located. Historical and third-party directory claims were not accepted as operating-status proof.

Pass 4: searched municipal facility registers, council/budget notices, operator-company pages, ticket/lift calendars and Japanese terms 廃止/閉鎖/休止/営業終了/統合. Pass 3: checked the operator/municipal source where available and searched Japanese facility name with 2025-26, 営業, 休業, 廃止, 閉鎖. Searched 閑乗寺スキー場 + 営業終了/閉鎖 and Takaoka/Tonami municipal sources; no authoritative current status notice found. No additional dated authoritative notice established operation, closure, merger, or rename; generic directories were not relied upon."
"unclear_status_pending_authoritative_evidence","workbook:292","292","Nishikawa Chomin","西川町民スキー場","Yamagata","Nishikawa","","","unclear","missing_official_url","","","2026-08-26","No maintained Nishikawa Town operating calendar or explicit closure statement was located; do not infer status from old directory pages.

Pass 4: Fourth pass searched Nishikawa Town facility registers, budgets and notices for 西川町民スキー場. No municipal current operation, temporary closure or abolition record was located."
"unclear_status_pending_authoritative_evidence","workbook:375","375","Shirataka Choei","白鷹町営スキー場","Yamagata","Nishiokitama","","","unclear","missing_official_url","","","2026-08-26","No current Shirataka Town ski operation page or explicit official closure statement was located; historical directory claims were not accepted.

Pass 4: Fourth pass searched Shirataka Town sports-facility registers, budgets and notices for 白鷹町営スキー場. No authoritative current-status record was found."
"unclear_status_pending_authoritative_evidence","workbook:439","439","Kuriko Kokusai","","Yamagata","Murayama","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","Historical sources describe closure, but no official operator or municipal closure source was located in this review, so the status remains unclear under the required evidence standard.

Pass 4: Fourth pass searched Yonezawa City facility and council material for 栗子国際スキー場. Historical closure claims remain unsupported by a primary closure decision."
"verified_operating_missing_essentials","workbook:444","444","Matsuyama Ski Resort","松山スキー場","Yamagata","Nishiokitama","yamagata-regional","yamagata-nishiokitama-nishiokitama","verified_operating","missing_coordinates","http://matuyama-net.com/ski/","http://matuyama-net.com/ski/","2026-08-26","Second pass found the maintained resort/operator page recording the 2025-26 closing date."
"verified_operating_missing_essentials","workbook:459","459","Hanagasa Kogen Ski Resort","花笠高原スキー場","Yamagata","Yamagata","yamagata-regional","yamagata-yamagata-yamagata","verified_operating","missing_defensible_elevation","https://www.city.obanazawa.yamagata.jp/kanko/hanagasa-kogen/","https://www.city.obanazawa.yamagata.jp/kanko/hanagasa-kogen/","2026-08-26","Official Obanazawa City tourism page provided season-specific ski information; intake's Yamagata municipality is inaccurate."
"unclear_status_pending_authoritative_evidence","workbook:460","460","Sun Marina Tamaniwa Ski Park","","Yamagata","Yamagata","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","No maintained official operator or municipal page was found for this exact name; similarly named accommodation or park pages were not treated as proof.

Pass 4: Fourth pass searched Kawanishi Town facility plans and notices for サンマリーナ玉庭スキーパーク. Historical abandonment references were not accepted without a municipal/operator closure record."
"verified_operating_missing_essentials","workbook:493","493","Yokone Ski Resort","横根スキー場","Yamagata","Nishiokitama","yamagata-regional","yamagata-nishiokitama-nishiokitama","verified_operating","missing_defensible_elevation","https://www.siroimori.co.jp/","https://www.siroimori.co.jp/yokone-ski/","2026-08-26","Municipal public-corporation site carried current-season information."
"unclear_status_pending_authoritative_evidence","workbook:541","541","Mogamigawa","","Yamagata","Mogami","","","unclear","missing_coordinates; missing_defensible_elevation; missing_japanese_name; missing_official_url","","","2026-08-26","The raw name and Mogami intake municipality did not resolve to a maintained official ski page; status and precise locality remain unresolved.

Pass 4: Fourth pass searched Shinjo and Mogami government sports-facility records for 最上川スキー場. No authoritative source identified the raw-name facility or its status."
