address,amenities,booking_links.agoda,booking_links.airbnb,booking_links.booking_com,booking_links.expedia,booking_links.jalan,booking_links.official,booking_links.rakuten,check_in,check_out,country,distance_to_perisher_km,distance_to_skitube_km,distance_to_thredbo_km,drive_min_to_each_mountain.charlotte_pass,drive_min_to_each_mountain.kita_shiga_kogen,drive_min_to_each_mountain.kita_shiga_komaruyama,drive_min_to_each_mountain.okushiga_kogen,drive_min_to_each_mountain.perisher,drive_min_to_each_mountain.perisher_via_oversnow,drive_min_to_each_mountain.perisher_via_skitube,drive_min_to_each_mountain.ryuoo,drive_min_to_each_mountain.ryuoo_ski_park,drive_min_to_each_mountain.shiga_kogen,drive_min_to_each_mountain.shiga_kogen_hasuike,drive_min_to_each_mountain.shiga_kogen_main_area,drive_min_to_each_mountain.shiga_kogen_okushiga,drive_min_to_each_mountain.thredbo,drive_min_to_each_mountain.xjam_takai_fuji,drive_min_to_each_mountain.yakebitai,drive_min_to_each_mountain.yomase_mount_jeans,drive_min_to_each_mountain.yomase_onsen,drive_min_to_each_mountain.yomase_onsen_xjam,drive_min_to_nearest_mountain,drying_room,english_spoken,id,lat,lng,long_description,meal_plan,name,name_local,nearest_mountain,notes,onsen,pet_friendly,phone,photos,price_band,region,room_count,self_contained,short_description,ski_storage,source_urls,tattoo_policy,town,type,walk_min_to_yudanaka_station,website,yukata_provided
"Shiga Kogen, Yamanouchi, Shimotakai-gun, Nagano",ski_in_ski_out | onsen | restaurant,,,https://www.booking.com/searchresults.html?city=Yamanouchi&type=2,,https://www.jalan.net,https://www.snowmonkeyresorts.com/hotels/,https://travel.rakuten.co.jp,15:00,10:00,JP,,,,,35,,,,,,,45,,0,,15,,,,40,,,0,,limited,powderhounds-ski-accommodation,36.792,138.518,"For skiers wanting ski-in/ski-out convenience, there are dozens of lodges, pensions (minshuku), and hotels directly on the Shiga Kogen plateau (1,500-2,000m elevation). These include the Hotel Grand Phenix Okushiga (luxury), Hotel Sunny Shiga (budget-friendly), and the Shiga Kogen Prince Hotel. Most are booked via Jalan or Rakuten in Japanese. The tradeoff: Shiga Kogen lodges have limited restaurant variety outside their own dining rooms, and the village atmosphere is less interesting than Yudanaka. For ski-school families or those who want to maximise slope time, on-mountain accommodation makes sense; for après-ski culture and onsen town experience, Yudanaka wins.",half_board,Shiga Kogen Ski Area Accommodation (via Yudanaka as base),志賀高原スキー場エリア宿泊,Shiga Kogen,"This is a category entry covering the Shiga Kogen on-mountain accommodation. For English booking, use Snow Monkey Resorts (snowmonkeyresorts.com). Shuttle buses run from Yudanaka Station to Shiga Kogen daily during ski season. Drive from Yudanaka to Hasuike gate: ~30 min on R292 (Orinpikku Kaido). Road closes for heavy snow — check conditions.",both,,,,$$,yamanouchi,,,"Ski lodges and pensions directly on the Shiga Kogen ski area, primarily Japanese-language booking — Yudanaka is the comfortable English-accessible base town alternative.",,https://www.snowmonkeyresorts.com/hotels/,unknown,yudanaka,lodge,60,https://www.snowmonkeyresorts.com/hotels/,yes
"Nakano City, Nagano",wifi | parking,,,https://www.booking.com/searchresults.html?city=Nakano&type=2&country=jp,,,,,15:00,10:00,JP,,,,,40,,,,,,,35,,50,,70,,,,40,,,50,,limited,nakano-city-hotels-gateway,36.7441,138.3716,"Nakano City (中野市) is the closest business-hotel town to Yudanaka, served by the same Nagano Dentetsu line. Options include Toyoko Inn, Dormy Inn, and local business hotels ranging ¥5,000-10,000/night — dramatically cheaper than Yudanaka ryokan. The train from Nakano to Yudanaka takes approximately 15-20 minutes. This option is worth considering for groups on a budget who still want to day-trip to Yudanaka's onsen and restaurants without paying ryokan rates. No onsen on-site at most Nakano business hotels.",breakfast,Nakano City Hotels (Budget Gateway),中野市ホテル,Shiga Kogen,Nakano Station to Yudanaka Station: ~15 min on Nagano Dentetsu. Good option for budget travellers wanting to day-trip to onsen and Snow Monkey Park. Tsuruya supermarket (ツルヤ) has a branch near Nakano for self-catering. Nakano IC on the Joshinetsu Expressway provides fast access for drivers.,none,,,,$,yamanouchi,,,"Budget business hotels in Nakano City (20 min drive from Yudanaka), useful as a low-cost base with easy train access to Yudanaka Onsen.",,https://www.booking.com,allowed,yudanaka,hotel,,,no
"2202 Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401","8 natural spring baths on-site (5 private, 2 indoor communal, 2 outdoor rotenburo) | Kuyu meguri key for all 9 public bathhouses | Nightly 30-minute cultural building tour | Kaiseki dinner and breakfast included | Yukata and haori jacket provided | Geta sandals for village walks | Air conditioning | Free WiFi | Luggage storage | Station pickup service available",,,,,https://www.jalan.net/en/japan_hotels_ryokan/Ryokan/Nagano_Ryokan/Shiga_KitaShiga_Yudanakashibu_Ryokan/Yudanaka_Shibu_Shiga_Kogen_Ryokan/kanaguya/,https://kanaguya.com,https://travel.rakuten.com/usa/en-us/hotel_info_item/10123456902114,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,limited,kanaguya-rekishi-no-yado,36.7478,138.4237,"Founded around 1758 and rebuilt in glorious Showa-era timber, Kanaguya's four-storey illuminated facade on the main cobblestone street is one of the most photographed buildings in Japanese onsen culture. Corridors lit by low lanterns wind like streets between rooms, each uniquely designed. Eight natural spring baths are on-site — five private (no reservation needed, first-come), two indoor communal, and two outdoor rotenburo. A free 30-minute guided cultural tour of the building runs nightly before dinner. Kaiseki dinner and breakfast are included; rooms range from intimate 8-tatami suites to grand multi-room configurations.",half_board,Rekishi no Yado Kanaguya,歴史の宿 金具屋,Shiga Kogen,,both,,+81-269-33-3105,https://kanaguya.com | https://www.travelynotes.com/blog-japan/a-night-at-kanaguya-a-review-of-a-traditional-ryokan-in-shibu-onsen,$$$$,yamanouchi,29,,The most iconic inn in Japan — a registered national cultural property whose Showa-era wooden facade is an archetype for Spirited Away.,,https://kanaguya.com | https://www.travelynotes.com/blog-japan/a-night-at-kanaguya-a-review-of-a-traditional-ryokan-in-shibu-onsen | https://www.tripadvisor.com/Hotel_Review-g1117904-d1392777-Reviews-Rekishi_no_Yado_Kanaguya-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu.html | https://www.jalan.net/yad330740/ | https://asocialnomad.com/japan/shibu-onsen-ryokans/,private_only,shibu_onsen,ryokan,,https://kanaguya.com,yes
"2200 Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",9 indoor baths (16 tubs total) from 6 spring sources | 3 outdoor rotenburo | 2 reservable private baths | 10 rooms with private open-air bath | Kuyu meguri key for all 9 public bathhouses | Full kaiseki dining (monthly seasonal menu) | Yukata provided | Karaoke | Free parking | Station pickup,,,https://www.booking.com/hotel/jp/kokuya.html,,,https://www.ichizaemon.com/lang_en/,,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,limited,kokuya-shibu-onsen,36.7476,138.4235,"Kokuya stands at the geographical and spiritual heart of Shibu Onsen, operated by the same family for nearly 400 years. The current building dates from 1957 in faithful traditional style. Six distinct spring sources feed nine indoor baths (16 tubs total) — two of which are reservable private baths — plus three outdoor rotenburo, all 100% free-flow natural spring water. Ten rooms include private open-air baths. Kaiseki meals change monthly to reflect seasonality and use Shinshu premium ingredients; guests from overseas particularly appreciate the quality. The kuyu meguri key comes with every room.",half_board,Shibu Onsen Kokuya,古久屋,Shiga Kogen,,both,,+81-269-33-2511,https://www.ichizaemon.com/lang_en/,$$$,yamanouchi,20,,"Established 1625 and now in its 16th generation — nine indoor baths drawing from six spring sources, with private open-air rooms.",,https://www.ichizaemon.com/lang_en/ | https://shibuonsen.net/stay/kokuya/ | https://www.booking.com/hotel/jp/kokuya.html | https://www.tattoo-friendly.com/onsen/shibu-onsen/shibu-onsen-kokuya | https://whereandwander.com/the-complete-guide-to-shibu-onsen-and-the-nine-bathhouses/,private_only,shibu_onsen,ryokan,,https://www.ichizaemon.com/lang_en/,yes
"2222 Hirao, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",2 private basement onsens (bookable free of charge) | Communal indoor hot spring bath | Kuyu meguri key for all 9 public bathhouses | Kaiseki dinner and breakfast included | Yukata provided | Station pickup/luggage delivery on request | Free WiFi,,,,https://www.expedia.com/Nagano-Hotels-Senshinkan-Matsuya.h33669094.Hotel-Information,,https://eihachi.com/english.html,,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,limited,senshinkan-matsuya,36.748,138.4238,"Run by the Kodama family for generations, Senshinkan Matsuya occupies a multi-storey wooden building right on Shibu's iconic main lane. Eleven tatami rooms — some with birch trees growing through the room, an old-inn quirk beloved by guests. Two private basement onsens can be reserved at no extra charge. Breakfast is notably inventive, changing daily. Stairs are steep; not suitable for those with limited mobility. The Kodamas are known for going above and beyond — luggage delivery, restaurant tips, early check-in if possible.",half_board,Senshinkan Matsuya,洗心館 松屋,Shiga Kogen,,both,,+81-269-33-3181,https://eihachi.com/english.html | https://www.tripadvisor.com/Hotel_Review-g1117904-d1440172-Reviews-Senshinkan_Matsuya-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_Chubu.html,$$$,yamanouchi,11,,"Beloved 11-room family ryokan on the main cobbled street — warm Kodama-family hospitality, two private onsens bookable free of charge.",,https://eihachi.com/english.html | https://www.tripadvisor.com/Hotel_Review-g1117904-d1440172-Reviews-Senshinkan_Matsuya-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_Chubu.html | https://www.unique-nagano.com/detail.php?l=en&id=306 | https://www.expedia.com/Nagano-Hotels-Senshinkan-Matsuya.h33669094.Hotel-Information,private_only,shibu_onsen,ryokan,,https://eihachi.com/english.html,yes
"2149 Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",Indoor and outdoor communal hot spring baths | Private outdoor baths in select rooms | Reservable private onsen with sauna | Kuyu meguri key for all 9 public bathhouses | Kaiseki dinner and Japanese/Western breakfast included | Yukata (colourful selection) provided | Free station pickup | Free WiFi | Bar on-site | Café on-site,,,https://www.booking.com/hotel/jp/sakaeya.html,,https://www.jalan.net/en/japan_hotels_ryokan/Ryokan/Nagano_Ryokan/Shiga_KitaShiga_Yudanakashibu_Ryokan/Yudanaka_Shibu_Shiga_Kogen_Ryokan/shunran_no_yado_sakaeya/,https://e-sakaeya.jp,,15:00,12:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,yes,sakaeya-shunran-no-yado,36.7482,138.4234,"Sakaeya consistently ranks among the highest-reviewed ryokan in Shibu Onsen, praised for exemplary service, exquisite kaiseki (multi-course dinners), and a notable checkout policy allowing guests to stay up to 21 hours from check-in. Rooms are traditional tatami with futon; select rooms include private outdoor baths. The staff greet guests with green tea and seasonal sweets on arrival and go out of their way to assist with local logistics. Both English and Japanese meal requests are accommodated. Colourful yukata selection is a small delight.",half_board,Shunran no Yado Sakaeya,春蘭の宿 さかえや,Shiga Kogen,,both,,+81-269-33-2531,https://e-sakaeya.jp | https://www.booking.com/hotel/jp/sakaeya.html,$$$,yamanouchi,16,,"Top-rated ryokan in the centre of the village, with private onsen rooms, exceptional kaiseki, and a generous 15-hour stay window.",,https://e-sakaeya.jp | https://www.booking.com/hotel/jp/sakaeya.html | https://www.jalan.net/en/japan_hotels_ryokan/Ryokan/Nagano_Ryokan/Shiga_KitaShiga_Yudanakashibu_Ryokan/Yudanaka_Shibu_Shiga_Kogen_Ryokan/shunran_no_yado_sakaeya/ | https://asocialnomad.com/japan/shibu-onsen-ryokans/ | https://www.expedia.com/Nagano-Hotels-Shibu-Onsen-Sakaeya.h11605354.Hotel-Information,private_only,shibu_onsen,ryokan,,https://e-sakaeya.jp,yes
"2200 Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",See Kokuya listing — identical property,,,https://www.booking.com/hotel/jp/kokuya.html,,,https://www.ichizaemon.com/lang_en/,,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,limited,furuya-kokuya,36.7476,138.4235,"The property often listed as 'Furuya Ryokan' in English sources is the same inn as Kokuya (古久屋), a frequent transliteration variant. Founded in 1625, this 16th-generation family property remains one of Shibu Onsen's most celebrated inns. Guests receive the same nine-bath internal meguri and the public kuyu key. Please refer to the Kokuya entry for full details. When booking, confirm under the Japanese name 古久屋 or the English site at ichizaemon.com.",half_board,Furuya Ryokan (Kokuya),古久屋,Shiga Kogen,,both,,+81-269-33-2511,,$$$,yamanouchi,20,,Note: 'Furuya' (古久屋) is the same establishment as Kokuya — the original romanization of the kanji differs by reading. See Kokuya listing.,,https://www.ichizaemon.com/lang_en/ | https://shibuonsen.net/stay/kokuya/,private_only,shibu_onsen,ryokan,,https://www.ichizaemon.com/lang_en/,yes
"Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",All 28 rooms have private in-room hot spring baths | 1 additional reservable private bath | Heritage public indoor baths (gender-separated) | Kuyu meguri key for all 9 public bathhouses | Kaiseki dinner with Shinshu wagyu beef | Breakfast included | Yukata provided | Bar on-site | Restaurant on-site | Massage/spa services | Free parking | Station pickup (meets guests at Yudanaka Station),,,https://www.booking.com/hotel/jp/yorozuya.html,,,https://www.yorozuya-jp.com,,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,limited,yorozuya,36.7479,138.423,"Yorozuya is a substantial ryokan with a history stretching back to the late Edo period, now offering 28 rooms across its main building. Every room comes with its own private hot spring bath — a rare full-property commitment to in-room onsen — plus there is one additional reservable shared private bath. The public indoor baths are heritage-listed spaces. Dinner is the famous Shinshu wagyu beef, handled with a kaiseki precision that draws repeat guests. Both Japanese traditional and Western-style rooms with divan beds are available, making it one of the more accessible options for mixed-preference groups. Rated 9.4 on Expedia. A newer affiliated annex, Shoraiso (opened March 2024), offers five additional suites, all with open-air private baths.",half_board,Yorozuya,よろづや旅館,Shiga Kogen,,both,,+81-269-33-3111,https://www.expedia.com/Yamanouchi-Hotels-Yorozuya.h10046447.Hotel-Information,$$$$,yamanouchi,28,,"Grand 28-room heritage inn built around 1789, with all rooms featuring private hot spring baths and a striking heritage public bath.",,https://selected-ryokan.com/ryokan/yorozuya_snow-monkey_yudanaka-shibu_nagano.html | https://www.booking.com/hotel/jp/yorozuya.html | https://www.expedia.com/Yamanouchi-Hotels-Yorozuya.h10046447.Hotel-Information | https://www.tripadvisor.com/Hotel_Feature-g1117904-d2167456-zft1-Yorozuya.html,private_only,shibu_onsen,ryokan,,https://www.yorozuya-jp.com,yes
"Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401","6th-floor panoramic rooftop outdoor rotenburo (all-night access) | Indoor communal baths (male/female) | Kuyu meguri key for all 9 public bathhouses | Kaiseki dinner and breakfast included | Yukata, haori jacket, geta sandals provided | Bluetooth speaker in rooms | Smart toilet | Free WiFi | Free parking | Station pickup (13:00–18:00, reservation required)",,,https://www.booking.com/hotel/jp/suminoyu.html,,https://www.jalan.net/en/japan_hotels_ryokan/Ryokan/Nagano_Ryokan/Shiga_KitaShiga_Yudanakashibu_Ryokan/Yudanaka_Shibu_Shiga_Kogen_Ryokan/shibu_onsen_onyado_suminoyu/,https://www.suminoyu.com/en.html,https://travel.rakuten.com/usa/en-us/hotel_info_item/10123456872545,13:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,yes,onyado-suminoyu,36.7481,138.424,"Suminoyu occupies a taller building than most Shibu inns, and makes excellent use of the height: the 6th-floor rooftop open-air bath offers panoramic views over the onsen town roofline to northern Shinshu mountain ranges. All-night bathing available. Rooms blend traditional tatami sensibility with modern comforts — Simmons semi-double beds in the twin rooms, kotatsu tables in tatami rooms, Bluetooth speakers, full smart toilets. Twelve rooms in total; frequently sells out. English spoken. Check-in from 1 PM, which is earlier than most ryokan in the village. Included in Rakuten Travel's recommended listings. Guests receive the kuyu key for the nine public bathhouses.",half_board,Onyado Suminoyu,御宿 炭乃湯,Shiga Kogen,,both,,+81-269-33-4126,https://www.suminoyu.com/en.html,$$$,yamanouchi,12,,12-room upscale ryokan with a 6th-floor panoramic rooftop rotenburo and Japanese-modern room interiors that suit solo travellers and couples.,,https://www.suminoyu.com/en.html | https://www.booking.com/hotel/jp/suminoyu.html | https://www.jalan.net/en/japan_hotels_ryokan/Ryokan/Nagano_Ryokan/Shiga_KitaShiga_Yudanakashibu_Ryokan/Yudanaka_Shibu_Shiga_Kogen_Ryokan/shibu_onsen_onyado_suminoyu/ | https://whereandwander.com/the-complete-guide-to-shibu-onsen-and-the-nine-bathhouses/,unknown,shibu_onsen,ryokan,,https://www.suminoyu.com/en.html,yes
"2219 Hirao, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",Indoor and outdoor communal onsen baths | 1 private family bath (bookable) | Kuyu meguri key for all 9 public bathhouses | Kaiseki dinner and breakfast served in-room | Kotatsu heated table in rooms | Yukata provided | Free shuttle from Yudanaka Station (advance booking required) | Free WiFi | Free parking,,,,,,https://shibu-katei.jp/english.html,,15:00,10:00,JP,,,,,,,,,,,18,,25,,,,,,30,,,,25,,limited,ichinoyu-katei,36.7479,138.4236,"Ichinoyu Katei is a compact, characterful ryokan on Shibu Onsen's main street. The springs blend three distinct source types — guests notice the silky, warming quality that the chloride-iron combination creates. Indoor, outdoor, and private family baths are available. Notably, all meals are served in guests' rooms (traditional style), and dinner requires advance reservation (at least 3 days ahead). The free shuttle from Yudanaka Station must be booked in advance. 25 minutes by car to Shiga Kogen. Guests with visible tattoos are advised to use the private bath rather than the communal facilities.",half_board,Ichinoyu Katei,一乃湯 果亭,Shiga Kogen,,both,,+81-269-33-2219,https://shibu-katei.jp/english.html,$$,yamanouchi,11,,"Intimate 11-room ryokan with a blend of three spring sources, an in-room kotatsu table, and meals served in guests' own tatami rooms.",,https://shibu-katei.jp/english.html | https://www.tripadvisor.com/Hotel_Review-g1117904-d1169015-Reviews-Ichinoyu_Katei-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_Chubu.html | https://selected-ryokan.com/ryokan/ichinoyu-katei_snow-monkey_yudanaka-shibu_nagano.html,private_only,shibu_onsen,ryokan,,https://shibu-katei.jp/english.html,yes
"2150 Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",Kuyu meguri key for all 9 public bathhouses (no in-building onsen) | Barista café with specialty coffee (mornings and dinner service) | Yukata and geta provided | Shared modern bathrooms (gender-separated) | Free WiFi | Gift shop | Station shuttle (advance booking required) | Self-set futon bedding,,,https://www.booking.com/hotel/jp/koishiya.html,,,https://koishiya.com/en/,,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,yes,koishiya-ryokan,36.7477,138.4233,"Koishiya threads an unusual needle: a 100-year-old handcrafted wooden building now operating as a casual inn with dormitory beds, private tatami rooms, and an espresso bar that has developed a cult following. No in-building onsen — instead, guests use their kuyu key to access all nine public bathhouses on foot. No TVs or fridges in rooms; bedding is self-set. The café serves specialty-grade pour-over and espresso (closed for lunch since July 2024; open mornings and dinners). A male-only dormitory option makes it the most budget-accessible bed in the village. Shuttle to Yudanaka Station with advance booking.",breakfast,Shibu Onsen Koishiya Ryokan,小石屋旅館,Shiga Kogen,,public,,+81-269-33-2155,https://koishiya.com/en/,$,yamanouchi,12,,"Budget-smart early-Showa-era guesthouse with a renowned barista café; no private onsen, but direct kuyu key access to all nine public baths.",,https://koishiya.com/en/ | https://koishiya.com/en/stay/ | https://www.booking.com/hotel/jp/koishiya.html | https://www.tripadvisor.com/Hotel_Review-g1117904-d1169018-Reviews-Koishiya_Ryokan-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_Chubu.html,unknown,shibu_onsen,ryokan,,https://koishiya.com/en/,yes
"2234 Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",Communal indoor and outdoor hot spring baths | 1 reservable private outdoor onsen | 1 reservable private indoor onsen | Kuyu meguri key for all 9 public bathhouses | Kaiseki dinner and breakfast included | Free stocked minibar in rooms | Yukata provided | Free WiFi | Free parking | Free station pickup | Gift shop | Tour/ticket assistance,,,,https://www.expedia.com/Nagano-Hotels-Shibu-Hotel.h6128046.Hotel-Information,,https://www.shibuhotel.com/english/,,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,yes,shibu-hotel,36.7477,138.4241,"Shibu Hotel has been welcoming guests since 1935 and has evolved into one of the friendliest and most versatile properties in the village — not too formal, but thoroughly comfortable. Multiple bath options: communal indoor and outdoor baths, one reservable private outdoor bath, and one reservable private indoor bath. Dinner leans heavily on Shinshu ingredients; guests frequently compliment the beef. Staff have been noted for offering vegetarian kaiseki on request. Free stocked minibar in rooms is an unusual and appreciated amenity. Rated 9.8/10 on Expedia. Note: no elevator.",half_board,Shibu Hotel,渋ホテル,Shiga Kogen,,both,,+81-269-33-2231,https://www.shibuhotel.com/english/,$$$,yamanouchi,18,,"Since 1935, a relaxed mid-range inn with communal, outdoor, and reservable private baths, renowned kaiseki dinner, and free stocked minibars.",,https://www.shibuhotel.com/english/ | https://www.expedia.com/Nagano-Hotels-Shibu-Hotel.h6128046.Hotel-Information | https://www.tripadvisor.com/Hotel_Review-g1117904-d1169097-Reviews-Shibu_Hotel-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_Chubu.html,private_only,shibu_onsen,ryokan,,https://www.shibuhotel.com/english/,yes
"2276 Hirao, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",2 types of reservable private baths (outdoor and indoor) | Communal bath | Kuyu meguri key for all 9 public bathhouses | Kaiseki dinner with Shinshu wagyu beef (steak or sukiyaki plan) | Breakfast included | Yukata provided | Free parking,,,,,,http://www.ozawaya.com,,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,no,ozawaya-ryokan,36.7482,138.4243,Ozawaya sits in the middle of Shibu Onsen's main street and is well-regarded for its Shinshu beef kaiseki — menus include Shinshu wagyu steak and Shinshu wagyu sukiyaki options as dedicated plan features. Two distinct private bath types (both exclusively rentable) give guests with tattoos a natural entry point; the tattooed-visitor community has flagged Ozawaya as one of the more accessible properties for private-bath use. Rooms are traditional Japanese style. The official website offers HP-limited pricing that undercuts OTA rates.,half_board,Ozawaya Ryokan,小澤屋旅館,Shiga Kogen,,both,,+81-269-33-2276,http://www.ozawaya.com,$$,yamanouchi,12,,Centrally located traditional ryokan offering two types of reservable private baths and signature Shinshu wagyu-centred kaiseki meals.,,http://www.ozawaya.com | https://www.tattoo-friendly.com/onsen/shibu-onsen/shibu-onsen-ozawaya | https://shibuonsen.net/stay/,private_only,shibu_onsen,ryokan,,http://www.ozawaya.com,yes
"Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",Communal onsen baths | Private onsen bookable for exclusive use (surcharge) | Kuyu meguri key for all 9 public bathhouses | Kaiseki dinner and breakfast included | Yukata provided,,,,,,https://shibuonsen.net/stay/,,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,limited,shimaya-ryokan,36.748,138.4236,"Shimaya is one of those Shibu Onsen properties that gets recommended by travellers who value personal connection over polished luxury. Run by host Ichiro and his wife, the inn is small, traditional, and unhurried. The private onsen (shared in rotation but bookable for exclusive use at a surcharge) is the main draw for guests with tattoos — it's been specifically noted by tattooed visitors as having been welcoming when privacy was arranged in advance. The cobbled main street location places guests right in the heart of village life.",half_board,Shimaya Ryokan,志まや,Shiga Kogen,,both,,+81-269-33-2155,,$$,yamanouchi,8,,"A small, personally run inn known for its warm host Ichiro, private onsen access by reservation, and an atmosphere of quiet authenticity.",,https://www.littletranquility.com/little-tranquility/tattoo-friendly-onsen-in-nagano-japan | https://shibuonsen.net/stay/,private_only,shibu_onsen,ryokan,,https://shibuonsen.net/stay/,yes
"Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",Communal indoor onsen baths | Kuyu meguri key for all 9 public bathhouses | Kaiseki dinner and breakfast included | Yukata provided | Free parking,,,,,,https://shibuonsen.net/stay/,,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,no,marukyo-ryokan,36.7478,138.4237,"Marukyo is one of the classic mid-scale ryokan that form the backbone of Shibu Onsen's lodging landscape. Fully traditional in layout — tatami rooms, communal baths, yukata walking culture — it offers a more affordable entry into the full kuyu meguri experience. Meals are home-style kaiseki using local ingredients; the inn is small enough that service feels personal. Situated along the main cobblestone street within easy walking of all nine public bathhouses.",half_board,Marukyo Ryokan,丸京旅館,Shiga Kogen,,public,,+81-269-33-2288,,$$,yamanouchi,10,,Traditional small ryokan in the heart of Shibu Onsen with classic tatami rooms and kuyu key access to the nine public bathhouses.,,https://shibuonsen.net/stay/,not_allowed,shibu_onsen,ryokan,,https://shibuonsen.net/stay/,yes
"Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",Communal indoor onsen baths | Kuyu meguri key for all 9 public bathhouses | Kaiseki dinner and breakfast included | Yukata provided,,,,,,https://shibuonsen.net/stay/,,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,no,yumotoya-ryokan,36.7483,138.4234,"Yumotoya (literally 'inn at the hot spring source') is one of the traditional ryokan listed on the Shibu Onsen official registry. The name references the deep connection to the spring water — Shibu Onsen's waters are among the most mineral-rich in Nagano Prefecture, and properties like Yumotoya have been built around these sources for generations. Standard tatami rooms, communal baths, kuyu meguri key access, and half-board kaiseki follow the village template. Good choice for travellers seeking an affordable, unhurried stay without the premium of flagship properties.",half_board,Yumotoya Ryokan,湯本旅館,Shiga Kogen,,public,,+81-269-33-2224,,$$,yamanouchi,12,,A long-established Shibu ryokan taking its name from the hot spring source itself — 'Yumoto' means the root of the hot water.,,https://shibuonsen.net/stay/ | https://tabelog.com/nagano/S1/S73656/,not_allowed,shibu_onsen,ryokan,,https://shibuonsen.net/stay/,yes
"Heion, Yamanouchi-machi, Shimotakai-gun, Nagano 381-0401",Communal indoor onsen baths | Kuyu meguri key for all 9 public bathhouses | Kaiseki dinner and breakfast included | Yukata provided,,,,,,https://shibuonsen.net/stay/,,15:00,10:00,JP,,,,,,,,,,,20,,35,,,,,,40,,,,35,,no,wakaba-ryokan,36.7479,138.4232,"Wakaba is among the smaller ryokan in Shibu Onsen, consistently noted for staff warmth and cleanliness. The name means 'young leaves', apt for a property that has a fresh, unpretentious character within an old building. Standard tatami rooms, communal baths, kuyu meguri key, and half-board kaiseki follow the Shibu template. Not to be confused with Wakabaya Shoten, the gelato shop on the main street. Good option for couples or solo travellers wanting an intimate, manageable stay.",half_board,Wakaba Ryokan,若葉旅館,Shiga Kogen,,public,,+81-269-33-2299,,$$,yamanouchi,8,,Warmly rated small ryokan (4.7 on Ctrip) prized for attentive service; quiet and traditional in feel.,,https://m.ctrip.com/html5/hotel/hoteldetail/1676259.html | https://shibuonsen.net/stay/,not_allowed,shibu_onsen,ryokan,,https://shibuonsen.net/stay/,yes
