address,apres_ski,country,cuisine,english_menu,groceries,hours.closed,hours.dinner,hours.friday,hours.lunch,hours.monday,hours.morning,hours.note,hours.saturday,hours.sunday,hours.thursday,hours.tuesday,hours.wednesday,id,kid_friendly,last_order_time,lat,lng,long_description,name,name_local,notes,payment,phone,photos,price_band,region,reservation,reservation_link,short_description,signature_dishes,source_urls,takeaway,town,type,vegetarian_friendly,website
"2169 Hirao, Yamanouchi, Shimotakai-gun, Nagano",,JP,soba | japanese,no,,,,11:00-23:00,,11:00-23:00,,,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,11:00-23:00,sobadokoro-yariya,yes,22:30,36.7428,138.4222,"Sobadokoro Yariya is a straightforward, affordable soba restaurant in the Yudanaka area serving classic Shinshu-style buckwheat noodles, both cold (zaru soba) and hot (kake soba). The menu also extends to karaage (fried chicken), fresh apple with each meal, and roast soba tea. For adventurous visitors, basashi (horse meat sashimi) is available — a Nagano specialty. All meals are accompanied by a fresh Shinshu apple. The restaurant is cash-only and does not accept any electronic payments. Open until 11pm daily which is later than most Yudanaka establishments.",Soba Dokoro Yariya,そば処やりや,"Cash only — no card, no electronic money, no QR code. Average spend under ¥999. Located 1.6km from Yudanaka Station (20 min walk or short drive). Hours per Tabelog: 11:00-23:00 daily. All meals served with fresh apple and roast soba tea. Roast soba tea for purchase to take home.",cash_only,+81-269-33-2619,,$,yamanouchi,not_needed,,"Casual soba house near Yudanaka with cold and hot Shinshu buckwheat noodles, horse meat sashimi (basashi), and housemade karaage — open until 11pm, cash only.","Zaru soba (cold buckwheat noodles) | Kake soba (hot broth soba) | Karaage (fried chicken) | Basashi (horse meat sashimi) | Oyaki (buckwheat buns, vegetable-stuffed)",https://tabelog.com/en/nagano/A2001/A200104/20011898/ | https://www.tripadvisor.com/Restaurant_Review-g1117904-d7494655,,yudanaka,restaurant,limited,
"3277-2 Hirao, Yamanouchi, Shimotakai-gun, Nagano 381-0401",,JP,japanese | nabe | yakitori,no,,,,17:30-22:30,,17:30-22:30,,,17:30-22:30,17:30-22:30,17:30-22:30,17:30-22:30,Closed,chanko-tamaya,yes,22:00,36.7431,138.4209,"Chanko Tamaya is a fun, thematic dining experience — a sumo-themed restaurant decorated with sumo photographs and artifacts, located just 2 minutes on foot from Yudanaka Station. The signature dish is chanko-nabe (ちゃんこ鍋), the highly nutritious stew traditionally served at sumo stables that includes chicken, vegetables, tofu, and other ingredients in a rich broth. The menu also includes yakitori, minced crab dumplings, and grilled pork. Capacity of 35 seats (30 floor seating, 5 chairs). No reservations required. Closed Wednesdays.",Chanko Tamaya,ちゃんこ料理 たまや,"2 min walk from Yudanaka Station main exit. Closed Wednesdays and Dec 31/Jan 1. Average spend ¥2,000-3,000. Dinner only (evenings). Sumo-themed decor is a fun novelty. Cash only likely — confirm at time of visit.",cash_only,,,$,yamanouchi,not_needed,,"Sumo-themed restaurant steps from Yudanaka Station, specialising in chanko-nabe (sumo stew) with yakitori and grilled meats.",Chanko-nabe (sumo hot pot stew) | Yakitori (chicken skewers) | Minced crab dumplings | Grilled pork,https://www.unique-nagano.com/detail.php?l=en&id=47,,yudanaka,restaurant,no,
"2993-5 Hirao, Yamanouchi, Shimotakai-gun, Nagano 381-0401",,JP,bar | pizza | cocktails,yes,,,,18:00-24:00,,18:00-24:00,,,18:00-24:00,18:00-24:00,Closed,18:00-24:00,18:00-24:00,d-line-bar,no,23:30,36.7432,138.4208,"D-Line is a retro-vibed bar-cafe in a distinctive building right next to Yudanaka Station. Known for an eclectic interior aesthetic, excellent Japanese whisky selection (including premium Scotch and domestic labels), cocktails, and simple food including pizza. Open from 6pm nightly, it's the closest thing Yudanaka has to a dedicated après-ski bar. Popular with international visitors and ski-season workers. The pizza is consistently praised. Closed Thursdays.",D-Line Kitchen & Bar,ディーライン,87 metres from Yudanaka Station. Closed Thursdays. Evening only. One of the very few places in Yudanaka open past 10pm. Japanese whisky selection is notably good — ask the bartender for recommendations. Retro 'Shining'-esque decor has cult following.,cash_only,+81-269-38-1224,,$$,yamanouchi,not_needed,,"Quirky retro pub/cafe 1 minute from Yudanaka Station with pizza, cocktails, Japanese whisky, and late-night après-ski atmosphere.",Pizza | Japanese whisky selection | House cocktails | Draft beer,https://tabelog.com/en/nagano/A2001/A200104/20018590/ | https://www.tripadvisor.com/Restaurant_Review-g1117904-d7200932 | https://www.snowmonkeyresorts.com/eats/d-line/,,yudanaka,bar,limited,
"4168 Hirao, Yamanouchi, Shimotakai-gun, Nagano 381-0401",,JP,japanese | diner,no,,,,11:00-14:00 / 17:00-20:00,,Closed,,,11:00-14:00 / 17:00-20:00,Closed,11:00-14:00 / 17:00-20:00,11:00-14:00 / 17:00-20:00,11:00-14:00 / 17:00-20:00,sekiei-drive-in,yes,20:00,36.744,138.4218,"Sekiei Drive-In is a local legend — a classic Japanese cafeteria-style diner that has been serving Yudanaka since its opening on March 5, 1967. The menu covers standard Japanese comfort food. The drive-in format and large portions make it popular with families and groups. Limited to lunch and dinner service (closed Sundays and Mondays based on current schedule). An 8-minute walk from Yudanaka Station. Expect Japanese-language menus and minimal English service.",Sekiei Drive-In,石英ドライブイン,Opened 1967. Closed Sun-Mon. Last order 20:00 (8pm) — closes early. Cash only. 8 min walk from Yudanaka Station (461m). Limited English — pointing at menu or translating photos recommended.,cash_only,+81-269-33-2705,,$,yamanouchi,not_needed,,Old-school Japanese drive-in diner near Yudanaka with lunch and dinner service — a local institution since 1967.,Japanese set meals (teishoku) | Seasonal Japanese specials,https://tabelog.com/en/nagano/A2001/A200104/20018866/ | https://www.tripadvisor.com/Restaurant_Review-g1117904-d7837630 | https://www.snowmonkeyresorts.com/eats/sekiei-drive-in/,,yudanaka,restaurant,limited,
"Hirao, Yamanouchi, Shimotakai-gun, Nagano",,JP,izakaya | yakitori | japanese,no,,,,,,,,,,,,,,ichidaya-izakaya,no,21:00,36.7433,138.4214,"Ichidaya is an intimate local izakaya near Yudanaka Station known for its simple, honest grilled food and neighbourhood charm. The menu focuses on yakitori (chicken skewers), shishamo (smelt fish), grilled squid, and other classic izakaya staples. The small space and tatami seating create a genuinely local feeling, making it popular with ski and snowboard workers as well as Japanese guests. Limited English.",Ichidaya,一だや,TripAdvisor rated 4.6/5 (12 reviews). Cosy local gem. Limited hours — call ahead. Cash only. Primarily Japanese-speaking — bring a translation app. Reservations recommended in peak season.,cash_only,,,$,yamanouchi,recommended,,"Cosy local izakaya with yakitori, shishamo, grilled squid, and a welcoming neighbourhood atmosphere.",Yakitori set | Shishamo (grilled smelt) | Grilled squid | Chicken heart skewer,https://www.tripadvisor.com/RestaurantsNear-g1117904-d1424815,,yudanaka,izakaya,no,
"Yamanouchi, Shimotakai-gun, Nagano",,JP,soba | japanese,no,,,,,,,,,,,,,,shimaya-soba,yes,,36.744,138.4218,"Shimaya Soba is the dining operation associated with Shimaya Ryokan in central Yudanaka, specialising in handmade Shinshu soba (信州そば). Shinshu-style soba uses locally grown buckwheat and is typically served cold (zaru) or hot. Accompaniments include nozawana pickles, tofu, and seasonal mountain vegetables. The soba is made fresh daily from high-quality buckwheat flour. Note that this is a separate establishment from the ryokan's room accommodation — the restaurant is open to non-guests.",Shimaya Soba,島屋そば,Part of Shimaya Ryokan complex. Open to non-guests. Hours vary — contact via ryokan website or by phone. Cash only. Soba is made fresh daily in limited quantities — go early to avoid sell-out.,cash_only,,,$$,yamanouchi,recommended,,"Traditional Shinshu soba restaurant connected with Shimaya ryokan, serving handmade buckwheat noodles with local Nagano sides.",Zaru soba (cold handmade Shinshu buckwheat noodles) | Kake soba (hot broth soba) | Soba set with nozawana pickles | Tofu dishes,https://shimaya-yudanaka.com | http://www.hiohio.net/travel-blog/shimaya-ryokan-nagano,,yudanaka,restaurant,limited,https://shimaya-yudanaka.com
"Yamanouchi, Shimotakai-gun, Nagano",,JP,japanese | soba | kaiseki,no,,,,,,,,,,,,,,dohshokan,yes,20:00,36.7438,138.4217,"Dohshokan (道松館) is a local traditional Japanese restaurant in Yudanaka Onsen that serves classic Shinshu regional cuisine. The menu centres on locally foraged mountain vegetables (sansai), Chikuma river fish, handmade soba, and other Nagano staples. The atmosphere is traditional and unhurried — a good representation of rural Japanese dining culture. Limited English, but the proprietors are welcoming to international guests who make the effort to visit.",Dohshokan,道松館,"Data is limited — confirm hours by phone or in person before visiting. Cash only expected. A genuine local establishment, not tourism-facing. Best visited with some Japanese language capability or a translation app.",cash_only,,,$$,yamanouchi,recommended,,"Traditional Japanese restaurant in Yudanaka offering local Shinshu cuisine including soba, seasonal mountain vegetables, and river fish.",Shinshu soba | Sansai (wild mountain vegetables) dishes | River fish from Chikuma River | Local seasonal set meals,https://www.tripadvisor.com,,yudanaka,restaurant,limited,
"2178 Shibu Onsen, Yamanouchi, Shimotakai-gun, Nagano",,JP,soba | udon | japanese,no,,,,11:30-14:00 (LO) / 18:00-20:00 (LO),,11:30-14:00 (LO) / 18:00-20:00 (LO),,,11:30-14:00 (LO) / 18:00-20:00 (LO),11:30-14:00 (LO) / 18:00-20:00 (LO),11:30-14:00 (LO) / 18:00-20:00 (LO),11:30-14:00 (LO) / 18:00-20:00 (LO),11:30-14:00 (LO) / 18:00-20:00 (LO),tamagawa-soba-shibu,yes,14:00 (lunch) / 20:00 (dinner),36.7485,138.4238,"Tamagawa is a long-standing handmade soba restaurant in the quaint Shibu Onsen village, about 1km uphill from Yudanaka. Each morning the family prepares by hand only enough soba for the day — once it's sold out, they close. Signature items are zaru soba (plain cold noodles), tororo soba (with grated mountain yam), and kurumidare soba (with walnut sauce, a Nagano regional specialty). The soba soft serve ice cream is only available to guests who order noodles. Limited seating. Smoking prohibited.",Tamagawa Soba (Shibu Onsen),手打ちそば うどん 玉川,Located in Shibu Onsen — 20 min walk uphill from Yudanaka Station (or short taxi/bus ride). Closes when daily soba supply runs out — arrive early at lunch. No smoking. Soba soft serve only for soba-ordering customers. Vegetarian-friendly as soba broth can be made without fish stock on request.,cash_only,+81-269-33-2252,,$,yamanouchi,not_needed,,"Handmade soba and udon restaurant in Shibu Onsen with three signature styles: zaru, tororo, and kurumidare (walnut sauce soba) — only daily-made quantities available.",Kurumidare soba (walnut sauce buckwheat noodles) | Tororo soba (grated yam on soba) | Zaru soba (cold handmade buckwheat) | Soba soft serve ice cream (with soba order only),https://japantravel.navitime.com/en/area/jp/spot/02301-2000148/,,yudanaka,restaurant,yes,
"Shiga Kogen, Yamanouchi, Shimotakai-gun, Nagano",,JP,craft_beer | festival,yes,,,,Seasonal event only,,Seasonal event only,,,Seasonal event only,Seasonal event only,Seasonal event only,Seasonal event only,Seasonal event only,snow-monkey-beer-live,no,,36.792,138.518,"Snow Monkey Beer Live is an annual craft beer festival held on the slopes of Shiga Kogen in mid-March, combining Japanese microbrewery beers with live music performances. The event celebrates the end of ski season with a festival atmosphere on the mountain, and typically draws visitors from across Japan and internationally. Tickets and timing vary year-to-year — check the official website for current season dates. The event is a highlight of the Japanese ski social calendar.",Snow Monkey Beer Live,スノーモンキービアライブ,"Annual event — mid-March typically. Check http://snowmonkey.jp/ for current year dates and ticket booking. Held at Shiga Kogen ski resort (not Yudanaka town itself, but a major regional event). Times vary by day. A must-attend for ski/craft beer enthusiasts.",cards_accepted,+81-269-34-2404,,$$,yamanouchi,required,http://snowmonkey.jp/,Annual craft beer and live music festival on the Shiga Kogen ski slopes in mid-March — a bucket-list après-ski event.,Japanese craft beer selection (multiple breweries) | Festival food stalls,https://www.snowmonkeyresorts.com/events/snow-monkey-beer-live/,,yudanaka,bar,limited,http://snowmonkey.jp/
"Yamanouchi, Shimotakai-gun, Nagano",,JP,chinese | ramen | japanese,no,,,,,,,,,,,,,,chinese-food-eiraku,yes,,36.7434,138.4216,"Eiraku (永楽 — 'eternal prosperity') is a no-frills Chinese-Japanese restaurant that has served the Yudanaka community for decades. The menu features classic Japanese Chinese-style food: ramen, gyoza, fried rice, and Chinese-influenced set meals. Counter seating with a local, unpretentious atmosphere. Widely recommended for its small ramen and gyoza combo — very filling and very cheap. The language barrier is real, but pointing at simple menu items works fine.",Chinese Food Eiraku,中華料理 永楽,"Very cheap and filling — ideal for budget travellers. Counter seating, very local. Hours unknown — check Google Maps before going. Cash only. No English menu.",cash_only,,,$,yamanouchi,not_needed,,"Long-standing Chinese-Japanese restaurant near Yudanaka offering ramen, gyoza, and Japanese-Chinese comfort food at very low prices.",Ramen | Gyoza | Fried rice,https://www.tripadvisor.com/RestaurantsNear-g1117904-d1424815,,yudanaka,restaurant,no,
"Yamanouchi, Shimotakai-gun, Nagano",,JP,japanese | tofu | kaiseki,no,,,,,,,,,,,,,,tofuya-restaurant-yudanaka,yes,20:00,36.7436,138.422,"Tofuya (豆腐屋 — 'tofu shop/restaurant') is a traditional establishment in Yudanaka area that specialises in handmade Shinshu-style tofu (豆腐), including hiyayakko (cold fresh tofu), agedashi dofu (deep-fried tofu in broth), yudofu (hot pot tofu), and dengaku tofu (grilled tofu with miso). Shinshu tofu is noted for its richness owing to the quality of regional mountain water and locally grown soybeans. The restaurant's dishes are simple, wholesome, and represent an important vein of Nagano traditional cuisine. Vegetarian-friendly relative to most local options.",Tofuya,豆腐屋,Note: Tofuya in Yudanaka is NOT the same as the famous 'Tofuya Ukai' luxury chain in Tokyo/Kawasaki. This is a small local Yudanaka tofu restaurant. Hours and specific address unconfirmed — verify directly. Tofu broth may contain fish-based dashi — ask if vegetarian.,cash_only,,,$$,yamanouchi,recommended,,Traditional tofu-focused restaurant in Yudanaka serving fresh handmade Shinshu tofu dishes and local seasonal accompaniments.,Hiyayakko (cold fresh tofu) | Agedashi tofu (deep-fried in broth) | Yudofu (hot pot tofu) | Dengaku tofu (grilled with miso),https://www.tripadvisor.com,,yudanaka,restaurant,limited,
"2989-1 Hirao Minami-machi, Yamanouchi, Shimotakai-gun, Nagano",,JP,convenience_store,picture_menu,,,,Check Google Maps (may not be 24hr),,Check Google Maps (may not be 24hr),,,Check Google Maps (may not be 24hr),Check Google Maps (may not be 24hr),Check Google Maps (may not be 24hr),Check Google Maps (may not be 24hr),Check Google Maps (may not be 24hr),lawson-yudanaka-ekimae,yes,,36.7431,138.4208,"The Lawson convenience store at Yudanaka Station is an essential stop for all travellers in the area. For skiers, it is the place to grab breakfast before the mountain bus, quick lunches, energy bars, hot coffee, nikuman (steamed meat buns), onigiri (rice balls), and snacks. The ATM inside accepts international cards (VISA/Mastercard) — critical in this largely cash-based town. Open hours may vary from the standard 24-hour format for rural locations. Stock also includes sandwiches, bento boxes, noodle cups, desserts, sauces, and basic toiletries. Children's snacks and drinks available.",Lawson (Yudanaka Ekimae),ローソン 湯田中駅前店,87m from Yudanaka Station. ATM accepts international Visa/Mastercard — important for cash in this area. Not confirmed 24-hour in this rural location — check hours on Google Maps before counting on late-night access. Take-out only format. Tabelog category: Convenience store.,both,,,$,yamanouchi,not_accepted,,"Essential convenience store (konbini) 87 metres from Yudanaka Station — onigiri, bento, hot foods, ATM (accepts foreign cards), ski essentials.","Onigiri (rice balls, multiple fillings) | Nikuman (steamed pork bun) | Hot coffee (from machine) | Bento boxes | Sake cup noodles / ramen",https://tabelog.com/en/nagano/A2001/A200104/20024814/,,yudanaka,cafe,limited,https://www.lawson.jp/en/
"383-1 Sano Sakai, Yamanouchi, Shimotakai-gun, Nagano",,JP,convenience_store,picture_menu,,,,Check Google Maps,,Check Google Maps,,,Check Google Maps,Check Google Maps,Check Google Maps,Check Google Maps,Check Google Maps,seven-eleven-yamanouchi-sano,yes,,36.742,138.4265,"The 7-Eleven in the Sano district of Yamanouchi is situated on Route 292 (Joshinetsu Expressway spur), making it the primary convenience store for travellers driving toward Snow Monkey Park, Ryuoo Ski Area, or Shiga Kogen. Stock includes standard konbini fare: hot foods, coffee, onigiri, sandwiches, snacks, drinks, basic medicines, and convenience items. ATM service available (may accept international cards). Hotarutei Villas notes this store as 5 minutes by car from their property.",7-Eleven Yamanouchi Sano,セブン-イレブン 山ノ内町佐野店,722m from Yudanaka Station. On Route 292 — key stop for drivers. Hours likely not 24hr in this rural area — check Google Maps. Important for Hotarutei Villas guests (5 min drive). The nearest 7-Eleven for many Kanbayashi-area accommodations.,both,,,$,yamanouchi,not_accepted,,"The 7-Eleven on Route 292 in Sano — critical konbini for drivers headed to Snow Monkey Park, Ryuoo ski area, or Shiga Kogen.","Onigiri | Hot coffee (Seven Café brand) | Bento boxes | Hot snacks (oden, nikuman)",https://tabelog.com/en/nagano/A2001/A200104/20027165/,,yudanaka,cafe,limited,https://www.sej.co.jp
"Nakano City / Yamanouchi area, Nagano (multiple branches)",,JP,supermarket | grocery,no,,,,~09:00-21:00,,~09:00-21:00,,,~09:00-21:00,~09:00-21:00,~09:00-21:00,~09:00-21:00,~09:00-21:00,tsuruya-supermarket,yes,,36.7441,138.3716,"Tsuruya is the premium supermarket chain of Nagano Prefecture, beloved by both locals and savvy visitors for its exceptional selection of local Shinshu products, fresh produce, and prepared foods. A Tsuruya stop is a highlight for food-curious travellers: look for Shinshu apples in season (September-November), locally milled soba flour, hand-fermented miso, nozawana pickles, walnut sauce, local sake, and the chain's own excellent prepared foods and bakery products. The nearest large Tsuruya branches are in Nakano City or Yamanouchi area — approximately 15-20 minutes' drive from central Yudanaka. The Ippongi Park area has a branch.",Tsuruya Supermarket (Nakano / Yamanouchi Branch),ツルヤスーパー,Hotarutei Villas staff recommend Tsuruya Ippongi (10 min by car) or AEON Nakano (10 min by car) for full grocery shopping. Tsuruya own-brand products make excellent souvenirs — particularly the apple products and soba. Accepts cards at most branches. Hours approximately 9am-9pm.,both,,,$,yamanouchi,not_accepted,,"Nagano's beloved regional supermarket chain with outstanding local produce — Shinshu apples, miso, soba, nozawana, sake, and the famous Tsuruya original products.",Shinshu apples (seasonal) | Shinshu soba (fresh and dried) | Local miso varieties | Nozawana pickles | Walnut sauce (kurumi dare) | Local Nagano sake,https://hotarutei.com/en/hotarutei-villas/,,yudanaka,restaurant,yes,
"Yamanouchi, Shimotakai-gun, Nagano",,JP,cafe | japanese,no,,,,,,,,,,,,,,mikasa-cafe,yes,,36.7433,138.421,"Mikasa is a small neighbourhood cafe near Yudanaka Station, serving standard Japanese cafe fare — coffee, tea, soft drinks, light meals, and desserts. A quiet spot to warm up between activities. Limited English but standard pointing-at-menu service works. Cash likely expected.",Mikasa,三笠,Limited data available. Primarily a local hangout. Best for coffee and light snacks rather than a full meal. Verify hours before visiting.,cash_only,,,$,yamanouchi,not_needed,,"Small local cafe in Yudanaka serving coffee, tea, light meals and desserts.",Coffee | Japanese set lunch | Cake,https://www.tripadvisor.com/RestaurantsNear-g1117904-d1169094,,yudanaka,cafe,limited,
"Various ryokan in Yudanaka, Yamanouchi",,JP,kaiseki | japanese,yes,,,,By reservation for guests,,By reservation for guests (dinner 18:00-20:00 typically),,,By reservation for guests,By reservation for guests,By reservation for guests,By reservation for guests,By reservation for guests,ryokan-kaiseki-dining,yes,19:30,36.744,138.4215,"For serious food experiences in Yudanaka, the in-house kaiseki (懐石) dinners at the premium ryokan — particularly Yorozuya, Kambayashi Hotel Senjukaku, Hotel Issa-tei/Biyu no Yado, Tawaraya, and Aburaya Tousen — represent the pinnacle of local Shinshu cuisine. A typical winter kaiseki at these properties includes: sakizuke (small starter), hassun (seasonal platter), yakimono (grilled Shinshu beef or river fish), mushimono (steamed dish), simmered mountain vegetables, rice with local pickles (nozawana, shinshuu miso), miso soup, and dessert (often apple compote or matcha sweet). Most are served in private dining rooms or at low traditional tables. Reservations are part of the booking process for ryokan stays; some accept outside guests for dinner (call ahead).",Ryokan Kaiseki Dining (In-House),旅館 懐石料理,"This is a category entry for the in-house ryokan dining experience. Top ryokan for kaiseki: Yorozuya ($$$$), Kambayashi Senjukaku ($$$$), Biyu no Yado ($$$), Tawaraya ($$$). Most accommodate dietary restrictions with 24hr advance notice. Some properties (Senjukaku) accept non-guests for dinner — call ahead. Kaiseki at these properties is ¥5,000-15,000/person typically.",both,,,$$$$,yamanouchi,required,,"The highest-quality dining in Yudanaka happens inside ryokan dining rooms — kaiseki multi-course meals featuring Shinshu beef, river fish, sansai, and local seasonal produce.","Shinshu beef (Wagyu-style regional beef) | River fish (iwana, yamame — Chikuma River trout/char) | Sansai (wild mountain vegetables — fiddleheads, butterbur, etc.) | Nozawana pickles | Mushroom dishes (shimeji, matsutake in season) | Miso soup with local tofu | Apple dessert (Shinshu apple)",https://www.tripadvisor.com | http://www.senjukaku.com/en/,,yudanaka,restaurant,limited,
"2138 Hirao, Yamanouchi, Shimotakai-gun, Nagano",,JP,izakaya | ramen | bar,no,,,,,,,,,,,,,,chokkun-izakaya,no,,36.743,138.422,"Chokkun is a local neighbourhood izakaya and dining bar that spans several categories — izakaya, dining bar, and ramen. It's a laid-back spot for local workers and the occasional international visitor looking for inexpensive Japanese food and drinks. Notably, it accepts QR code payments (PayPay etc.) but not credit cards — useful for visitors with Japanese payment apps.",Chokkun,チョッくん,"1.8km from Yudanaka Station (20 min walk). Accepts QR code payments (PayPay), but not credit cards. Average spend ¥1,500. Hours and closing days not confirmed — verify before visiting.",cash_only,,,$,yamanouchi,not_needed,,"Local izakaya-dining bar with ramen, draft beer, and izakaya fare — QR payment accepted.",Ramen | Draft beer | Izakaya snacks,https://tabelog.com/en/nagano/A2001/A200104/20021441/,,yudanaka,izakaya,limited,
"Various locations — Yudanaka, Shibu Onsen, Snow Monkey Park trail",,JP,bakery | street_food | japanese,picture_menu,,,,Varies by vendor,,Varies by vendor,,,Varies by vendor,Varies by vendor,Varies by vendor,Varies by vendor,Varies by vendor,oyaki-and-shinshu-local-foods,yes,,,,"Oyaki (おやき) are a defining Nagano street food — dough parcels (from wheat, buckwheat, or millet) stuffed with fillings including nozawana (pickled greens), kabocha squash, red bean paste, eggplant miso, or mushroom. They are steamed or baked and served warm. Look for oyaki at Enza Cafe (near Snow Monkey Park), at the Tsuruya supermarket, and occasionally at small stalls in the Yudanaka/Shibu Onsen area. Shinshu apple products — fresh juice, apple pie, apple soft serve, and apple jam — are available at Enza Cafe and various convenience stores. These foods represent the most accessible and affordable local Nagano specialties.",Oyaki and Shinshu Street Food (Various Vendors),おやき・信州郷土料理,"Best oyaki at Enza Cafe (buckwheat buns), Tsuruya supermarket, and roadside stalls. Nozawana and vegetable fillings are vegetarian. Red bean filling is vegan. Ask about dashi in broth-based dishes. Apple products are best in autumn (Sep-Nov) but available year-round as processed goods.",cash_only,,,$,yamanouchi,not_accepted,,"Look for oyaki (stuffed buckwheat dumplings), Shinshu apple products, and local food vendors in and around Yudanaka and on the Snow Monkey Park trail.",Oyaki with nozawana filling | Oyaki with kabocha (squash) filling | Oyaki with red bean (anko) filling | Shinshu apple pie | Apple soft serve (Shinshu apple),https://www.snowmonkeyresorts.com/eats/enzacafe/ | https://japantravel.navitime.com,,yudanaka,bakery,yes,
"2178 Shibu Onsen, Yamanouchi-machi, Shimotakai-gun, Nagano",,JP,soba | udon | Japanese,no,,3rd and 5th Wednesday (except public holidays),,"11:30–15:00, 18:00–23:30",,"11:30–15:00, 18:00–23:30",,,"11:30–15:00, 18:00–23:30","11:30–15:00, 18:00–23:30","11:30–15:00, 18:00–23:30","11:30–15:00, 18:00–23:30","11:30–15:00, 18:00–23:30",tamagawa-honten-soba,yes,14:00 (lunch) / 20:00 (dinner) — closes when soba sells out,36.7479,138.4237,"Tamagawa Honten is arguably the most important standalone restaurant in Shibu Onsen. Set kitty-corner from the #2 public bath (Sasa-no-yu), it has served hand-milled buckwheat soba for decades. The soba flour is ground from Shinshu-contracted buckwheat using a stone mill on-site each morning; only the day's amount is made, so the restaurant closes when sold out. Zaru-soba (cold, with dipping broth) shows the noodles at their purest. Tororo-soba (with grated yam) and kurumidare-soba (walnut sauce) are house specialties. The soba soft-serve ice cream — only available if you've ordered soba — is a cult item. Lunch service only; closes by early afternoon. The rare establishment in Shibu that accepts major credit cards.",Tamagawa Honten,手打蕎麦うどん 玉川本店,,cards_accepted,0269-33-2252,https://tabelog.com/en/nagano/A2001/A200104/20000398/,$,yamanouchi,not_accepted,,"The definitive soba restaurant of Shibu Onsen — hand-ground Shinshu buckwheat, stone-milled fresh each morning, served beside the Sasa-no-yu bathhouse.",Zaru soba (cold buckwheat noodles) | Tororo soba (with grated yam) | Kurumidare soba (walnut dipping sauce) | Soba soft-serve ice cream (must order soba first),https://tabelog.com/en/nagano/A2001/A200104/20000398/ | https://japantravel.navitime.com/en/area/jp/spot/02301-2000148/ | https://tabelog.com/nagano/A2001/A200104/20000398/,,shibu_onsen,restaurant,yes,https://tabelog.com/en/nagano/A2001/A200104/20000398/
"2169 Heion, Yamanouchi-machi, Shimotakai-gun, Nagano",,JP,soba | Japanese,no,,,,11:30–14:00 (approx.),,11:30–14:00 (approx.),,Hours vary seasonally; closes when sold out. Confirm before visiting.,11:30–14:00 (approx.),11:30–14:00 (approx.),11:30–14:00 (approx.),11:30–14:00 (approx.),closed (verify locally),sobadokoro-yariya,yes,13:30 (approx.),36.7478,138.4236,"Yariya is the second soba option in Shibu Onsen and offers a slightly warmer, more eccentric dining room — filled with miniatures and memorabilia, run by a local family. The soba is well-regarded by visitors passing through for the snow monkeys or the kuyu meguri. Karaage (Japanese fried chicken) is a popular side order. Tends to be busy at lunch; small seating capacity means waits are common on busy days. Cash only. No advance reservations accepted. Hours are lunch-only; confirm locally as they change seasonally.",Soba Dokoro Yariya,そば処 やり屋,,cash_only,,https://tabelog.com/en/nagano/A2001/A200104/20011898/,$,yamanouchi,not_accepted,,"Cosy and homely soba shop on the main cobblestone street — the alternative to Tamagawa, with a family atmosphere and karaage alongside noodles.",Handmade soba | Karaage (fried chicken),https://tabelog.com/en/nagano/A2001/A200104/20011898/ | https://www.tripadvisor.com/Restaurant_Review-g1117904-d7494655-Reviews-Sobadokoro_Yariya-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_C.html,,shibu_onsen,restaurant,limited,https://tabelog.com/en/nagano/A2001/A200104/20011898/
"2138 Heion, Yamanouchi-machi, Shimotakai-gun, Nagano",,JP,izakaya | Japanese | ramen,no,,,,18:00–22:00 (approx.),,18:00–22:00 (approx.),,Irregular hours. Queue forms before opening. Confirm locally.,18:00–22:00 (approx.),18:00–22:00 (approx.),18:00–22:00 (approx.),18:00–22:00 (approx.),closed (verify locally),chokkun-izakaya,no,21:30 (approx.),36.7477,138.4234,"Chokkun is the most beloved eating destination in Shibu Onsen among international visitors, and its appeal has nothing to do with a menu — because there is no menu. The host (and often his partner) cooks an omakase sequence of whatever inspires him that evening: local fish, seasonal vegetables, tofu, mushrooms, sometimes ramen. Prices are remarkably low (around ¥1,500–¥2,500 per person including drinks). The sign on the door says 'come meet the funny owner'. Beer is sometimes poured by guests themselves from taps behind the counter. A polaroid wall tracks visitors from around the world. Vegetarian guests have been accommodated when they told the owner in advance. The single most important social spot in the village. Cash only; QR code payments accepted. Opens around 18:00–18:30.",Izakaya Chokkun,居酒屋 ちょっくん,,cash_only,,https://www.tripadvisor.com/Restaurant_Review-g1117904-d13837635-Reviews-Izakaya_Chokkun-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_Ch.html,$,yamanouchi,not_accepted,,No-menu omakase izakaya — Shibu Onsen's Midnight Diner. The charismatic host cooks what he feels like; the result is always generous and often unforgettable.,"Nightly omakase (chef's choice, no fixed menu) | Local sake selection | Draft beer (sometimes self-serve)",https://tabelog.com/en/nagano/A2001/A200104/20021441/ | https://www.tripadvisor.com/Restaurant_Review-g1117904-d13837635-Reviews-Izakaya_Chokkun-Yamanouchi_machi_Shimotakai_gun_Nagano_Prefecture_Koshinetsu_Ch.html,,shibu_onsen,izakaya,limited,https://tabelog.com/en/nagano/A2001/A200104/20021441/
