"prefecture","canonical_name","normalized_identity","coverage_disposition","source_membership","source_original_names","source_urls","retrieval_dates","operating_evidence_status","operating_evidence_url","operating_evidence_as_of","feelzlike_urls","exceptions"
"Niigata","Kagura Ski Resort","kaguramitsumatakaguratashiro","published_directly","japan-ski-resorts-558 | wikipedia-japan-specific | wikipedia-worldwide-japan","Kagura (Mitsumata / Kagura / Tashiro) | Kagura Ski Resort | Kagura Ski Resort","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-26 | 2026-08-26","verified_operating","https://www.princehotels.co.jp/ski/kagura/winter/","2026-08-26","/yuzawa/mountain/kagura",""
"Niigata","Kakumanji Ski Area","kakumanjiskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Kakumanji Ski Area | Kakumanji Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Kanai Town Taira Ski Area","kanaitowntairaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Kanai Town Taira Ski Area | Kanai Town Taira Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Kanayasan","kanayasan","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Kanayasan | Kanayasan","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/kanayasan/","2026-07-13 | 2026-08-24","unclear","","2026-08-26","",""
"Niigata","Kanayayama Ski Area","kanayayamaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Kanayayama Ski Area | Kanayayama Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Kandatsu Snow Resort","pineridgeresortkandatsu","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Pine Ridge Resort – Kandatsu | Pine Ridge Resort – Kandatsu","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/pine-ridge-resort-kandatsu/","2026-07-13 | 2026-08-24","unclear","https://niigata-kankou.or.jp/ski","2026-08-26","",""
"Niigata","Kanetsu Kokusai Ohara","kanetsukokusaiohara","unresolved","japan-ski-resorts-558 | wikipedia-japan-specific | wikipedia-worldwide-japan","Kanetsu Kokusai Ohara | Kan'etsu Kokusai Ōhara Ski Area | Kan'etsu Kokusai Ōhara Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Niigata","Kawaguchi Ski Area","kawaguchiskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Kawaguchi Ski Area | Kawaguchi Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Kayama Captain Coast Ski Area","kayamacaptaincoastskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Kayama Captain Coast Ski Area | Kayama Captain Coast Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Kiyokawa Kōgen Ski Area","kiyokawakogenskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Kiyokawa Kōgen Ski Area | Kiyokawa Kōgen Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Koide Ski Resort","koide","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Koide | Koide | Koide Ski Area | Koide Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/koide/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","https://niigata-kankou.or.jp/ski","2026-08-26","",""
"Niigata","Kokusetsu Tainai Ski Area","kokusetsutainaiskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Kokusetsu Tainai Ski Area | Kokusetsu Tainai Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Koshi Kogen Ski Resort","koshikogen","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Koshi Kogen | Koshi Kogen | Koshi Kōgen Ski Area | Koshi Kōgen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/koshi-kogen/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","http://koshikogen.com/","2026-08-26","/niigata-regional/mountain/koshi-kogen-ski-resort",""
"Niigata","Kurohime Kōgen Snow Park","kurohimekogensnowpark","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Kurohime Kōgen Snow Park | Kurohime Kōgen Snow Park","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Kyukamura Myoko Runrun Ski Resort","kyukamuramyokoresort","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Kyukamura Myoko Resort | Kyukamura Myoko Resort","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/kyukamura-myoko-resort/","2026-07-13 | 2026-08-24","verified_operating","https://qkamura.or.jp/myoukou/ski/","2026-08-26","/myoko/mountain/kyukamura-myoko-runrun-ski-resort",""
"Niigata","Kyukamura Ski Area","kyukamuraskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Kyukamura Ski Area | Kyukamura Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Ludens Yuzawa","ludensyuzawa","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Ludens Yuzawa | Ludens Yuzawa | Ludens Yuzawa Ski Resort | Ludens Yuzawa Ski Resort","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/ludens-yuzawa/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Niigata","Madarao Kōgen Ski Area","madaraokogenskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Madarao Kōgen Ski Area | Madarao Kōgen Ski Area","https://www.madarao.jp/en | https://www.madarao.jp/en","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Madarao Kōgen Sympathique Ski Area (Closed 2018)","madaraokogensympathiqueskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Madarao Kōgen Sympathique Ski Area (Closed 2018) | Madarao Kōgen Sympathique Ski Area (Closed 2018)","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Madarao Kōgen Toyota Ski Area (Closed 2015)","madaraokogentoyotaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Madarao Kōgen Toyota Ski Area (Closed 2015) | Madarao Kōgen Toyota Ski Area (Closed 2015)","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Maiko Snow Resort","maikosnowresort","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Maiko Snow Resort | Maiko Snow Resort","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/maiko-snow-resort/","2026-07-13 | 2026-08-24","verified_operating","https://www.maiko-resort.com/winter/","2026-08-26","/niigata-regional/mountain/maiko-snow-resort",""
"Niigata","Matsudai Family Ski Resort","matsudai","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Matsudai | Matsudai","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/matsudai/","2026-07-13 | 2026-08-24","verified_operating","https://ski.matsudai.jp/","2026-08-26","/niigata-regional/mountain/matsudai-family-ski-resort",""
"Niigata","Matsunoyama Onsen Ski Resort","matsunoyamaonsen","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Matsunoyama Onsen | Matsunoyama Onsen | Matsunoyama Onsen Ski Area | Matsunoyama Onsen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/matsunoyama-onsen/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.matsunoyama-ski.com/index.php","2026-08-26","/niigata-regional/mountain/matsunoyama-onsen-ski-resort",""
"Niigata","Mikawa Onsen Ski Resort","mikawaonsen","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Mikawa Onsen | Mikawa Onsen | Mikawa Onsen Ski Area | Mikawa Onsen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/mikawa-onsen/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","https://niigata-kankou.or.jp/ski","2026-08-26","",""
"Niigata","Mitsumata/​Kagura/​Tashiro (Mt. Naeba)","mitsumatakaguratashiromtnaeba","unresolved","skiresort-japan-directory","Mitsumata/​Kagura/​Tashiro (Mt. Naeba)","https://www.skiresort.com/en/ski-resort/mitsumata-kagura-tashiro-mt-naeba/","2026-08-24","unresolved","","","",""
"Niigata","Mt. Grand View Ski Area","mtgrandviewskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Mt. Grand View Ski Area | Mt. Grand View Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Muica Snow Resort","muica","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Muica | Muica","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/muica/","2026-07-13 | 2026-08-24","unclear","https://niigata-kankou.or.jp/ski","2026-08-26","",""
"Niigata","Muikamachi Hakkaisan Ski Resort","muikamachihakkaisan","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Muikamachi Hakkaisan | Muikamachi Hakkaisan | Muikamachi Hakkaisan Ski Area | Muikamachi Hakkaisan Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/muikamachi-hakkaisan/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","https://niigata-kankou.or.jp/ski","2026-08-26","",""
"Niigata","Muikamachi Minami Ski Area","muikamachiminamiskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Muikamachi Minami Ski Area | Muikamachi Minami Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Myōkō Ski Park","myokoskipark","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Myōkō Ski Park | Myōkō Ski Park","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Myoko Suginohara Ski Resort","myokosuginohara","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Myoko Suginohara | Myoko Suginohara | Suginohara Ski Area – Possesses the longest run in Japan (8.5 km) | Suginohara Ski Area – Possesses the longest run in Japan (8.5 km)","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/myoko-suginohara/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","https://niigata-kankou.or.jp/ski","2026-08-26","/myoko/mountain/myoko-suginohara",""
"Niigata","Myōkōkogen Ski Resorts - includes ski areas in both Niigata and Nagano","myokokogenskiresortsincludesskiareasinbothniigataandnagano","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Myōkōkogen Ski Resorts - includes ski areas in both Niigata and Nagano | Myōkōkogen Ski Resorts - includes ski areas in both Niigata and Nagano","https://en.wikipedia.org/wiki/Myōkō,_Niigata | https://en.wikipedia.org/wiki/Myōkō,_Niigata","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Naeba Ski Resort","naebamtnaeba","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Naeba (Mt. Naeba) | Naeba (Mt. Naeba) | Mt. Naeba | Mt. Naeba","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/naeba-mt-naeba/ | https://en.wikipedia.org/wiki/Naeba | https://en.wikipedia.org/wiki/Naeba","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.princehotels.co.jp/ski/naeba/winter/","2026-08-26","/yuzawa/mountain/naeba",""
"Niigata","Naeba Ski Resort – With the longest aerial lift in Japan, .","naebaskiresortwiththelongestaerialliftinjapan","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Naeba Ski Resort – With the longest aerial lift in Japan, . | Naeba Ski Resort – With the longest aerial lift in Japan, .","https://en.wikipedia.org/wiki/Dragondola | https://en.wikipedia.org/wiki/Dragondola","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Nagaoka City Ski Area","nagaokacityskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Nagaoka City Ski Area | Nagaoka City Ski Area","https://en.wikipedia.org/wiki/Nagaoka,_Niigata | https://en.wikipedia.org/wiki/Nagaoka,_Niigata","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Nagaoka Country Club Ski Area","nagaokacountryclubskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Nagaoka Country Club Ski Area | Nagaoka Country Club Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Nagaoka Municipal Ski Area","nagaokashiei","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Nagaoka Shiei | Nagaoka Shiei","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/nagaoka-shiei/","2026-07-13 | 2026-08-24","verified_operating","http://www.shiei-ski.com/ski/","2026-08-26","/niigata-regional/mountain/nagaoka-municipal-ski-area",""
"Niigata","Nakajō Katsura Ski Area","nakajokatsuraskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Nakajō Katsura Ski Area | Nakajō Katsura Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Nakajō Town Ski Area","nakajotownskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Nakajō Town Ski Area | Nakajō Town Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Nakamine Ski Area","nakamineskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Nakamine Ski Area | Nakamine Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Nakasato Kiyotsu","nakasatokiyotsu","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Nakasato Kiyotsu | Nakasato Kiyotsu (temporarily closed) | Nakasato Kiyotsu Ski Area | Nakasato Kiyotsu Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/nakasato-kiyotsu/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Nakasato Snow Wood Ski Area","nakasatosnowwoodskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Nakasato Snow Wood Ski Area | Nakasato Snow Wood Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Nakazato Snow Wood Ski Resort","nakazatosnowwood","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Nakazato Snow Wood | Nakazato Snow Wood","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/nakazato-snow-wood/","2026-07-13 | 2026-08-24","unclear","https://niigata-kankou.or.jp/ski","2026-08-26","",""
"Niigata","NASPA Ski Garden","naspaskigarden","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Naspa Ski Garden | Naspa Ski Garden | Naspa Ski Garden | Naspa Ski Garden","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/naspa-ski-garden/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","https://niigata-kankou.or.jp/ski","2026-08-26","",""
"Niigata","National Park Resort Villages Myōkō Ski Area","nationalparkresortvillagesmyokoskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","National Park Resort Villages Myōkō Ski Area | National Park Resort Villages Myōkō Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","New Greenpia Tsunan Ski Resort","greenpiatsunan","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Greenpia Tsunan | Greenpia Tsunan | New Greenpia Tsunan Ski Area | New Greenpia Tsunan Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/greenpia-tsunan/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","https://niigata-kankou.or.jp/ski","2026-08-26","",""
"Niigata","Ninox Snow Park","ninohjisnowparkninox","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Ninohji Snow Park Ninox | Ninohji Snow Park Ninox | Ninohji Snow Park Ninox | Ninohji Snow Park Ninox","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/ninohji-snow-park-ninox/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","https://niigata-kankou.or.jp/ski","2026-08-26","",""
"Niigata","Ojiya Ski Area","ojiyaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Ojiya Ski Area | Ojiya Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Ojiya Yamamotoyama Kogen","ojiyayamamotoyamakogen","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Ojiya Yamamotoyama Kogen | Ojiya Yamamotoyama Kogen","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/ojiya-yamamotoyama-kogen/","2026-07-13 | 2026-08-24","unclear","","2026-08-26","",""
"Niigata","Okutadami Maruyama Ski Resort","okutadamimaruyama","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Okutadami Maruyama | Okutadami Maruyama | Oku Tadami Maruyama Ski Area | Oku Tadami Maruyama Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/okutadami-maruyama/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.okutadami.co.jp/ski/","2026-08-26","/niigata-regional/mountain/okutadami-maruyama-ski-resort",""
"Niigata","Oyu Onsen","oyuonsen","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Oyu Onsen | Oyu Onsen | Ōyu Onsen Ski Area | Ōyu Onsen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/oyu-onsen/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Niigata","Panorama Park Ski Area (Closed 1996)","panoramaparkskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Panorama Park Ski Area (Closed 1996) | Panorama Park Ski Area (Closed 1996)","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Pine Ridge Resorts Kandatsu Ski Area","pineridgeresortskandatsuskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Pine Ridge Resorts Kandatsu Ski Area | Pine Ridge Resorts Kandatsu Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Seki Onsen Ski Resort","sekionsen","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Seki Onsen | Seki Onsen | Seki Onsen Ski Area | Seki Onsen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/seki-onsen/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","https://niigata-kankou.or.jp/ski","2026-08-26","/myoko/mountain/seki-onsen",""
"Niigata","Sportscom Urasa Kokusai Ski Area","sportscomurasakokusaiskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Sportscom Urasa Kokusai Ski Area | Sportscom Urasa Kokusai Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Sugihara Ski Area","sugiharaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Sugihara Ski Area | Sugihara Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Suhara Ski Resort","suhara","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Suhara | Suhara","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/suhara/","2026-07-13 | 2026-08-24","verified_operating","https://www.suhara-ski.com/2026/03/8963.html","2026-08-26","/niigata-regional/mountain/suhara-ski-resort",""
